type,client,tx,amount
withdrawal,171,12118,207.3939
withdrawal,994,12119,45.9287
deposit,838,12120,100.8270
deposit,130,12121,4283.2679
deposit,742,12122,721.8457
deposit,842,12123,1919.8613
withdrawal,996,12124,386.5118
deposit,793,12125,1519.6844
withdrawal,550,12126,228.8706
withdrawal,842,12127,189.2180
withdrawal,797,12128,393.8343
deposit,378,12129,1704.9427
withdrawal,325,12130,370.8302
withdrawal,674,12131,153.6645
dispute,75,1747,
withdrawal,621,12132,57.9395
withdrawal,616,12133,73.9024
withdrawal,717,12134,26.7198
 withdrawal , 294 , 12135 , 465.6194 
withdrawal,601,12136,132.1719
withdrawal,157,12137,18.3392
withdrawal,26,12138,162.5432
withdrawal,497,12139,169.3361
withdrawal,414,12140,49.7932
chargeback,779,4273,
withdrawal,466,12141,310.6944
dispute,315,2688,
withdrawal,12.5,12142
withdrawal,634,12143,497.4480
withdrawal,965,12144,339.0222
deposit,109,12145,1900.3442
chargeback,800,9023,
dispute,129,3101,
resolve,291,2676,
dispute,326,12146,
withdrawal,340,12147,257.6036
resolve,164,8508,
deposit,276,12148,4962.0805
deposit,722,12149,3285.2703
withdrawal,146,12150,70.4196
dispute,604,12151,
deposit,305,12152,226.6930
dispute,423,12153,
depo sit,12.5,bad_tx
withdrawal,478,12155,60.4346
deposit,517,12156,1934.0048
deposit,921,12157,1781.6092
dispute,691,3919,
withdrawal,283,12158,349.8032
deposit,864,12159,1330.8598
withdrawal,679,12160,367.5341
resolve,147,12161,
resolve,489,12162,
dispute,533,5345,
dispute,126,7758,
withdrawal,302,12163,185.1782
withdrawal,764,12164,66.9351
dispute,894,1074,
dispute,347,2971,
withdrawal,698,12165,456.2526
withdrawal,33,12166,297.9615
deposit,467,12167,3947.7601
withdrawal,6,12168,111.9357
chargeback,441,4305,
withdrawal,745,12169,248.5912
withdrawal,334,12170,90.5858
dispute,754,6377,
deposit,743,12171,3588.1443
deposit,115,12172,2863.2326
dispute,9,12173,
withdrawal,278,12174,187.1914
withdrawal,611,12175,96.9373
withdrawal,331,12176,83.5037
dispute,645,6728,
deposit,14,12177,2752.4069
withdrawal,906,12178,332.2790
withdrawal,615,12179,65.0062
resolve,211,4939,
deposit,711,12180,4806.6990
dispute,858,1853,
resolve,729,226,
dispute,89,6558,
deposit,847,12181,3147.0894
dispute,432,12182,
 withdrawal , 797 , 12183 , 484.5651 
withdrawal,196,12184,231.6303
withdrawal,77,12185,45.5989
resolve,600,12186,
dispute,589,9824,
resolve,232,7424,
withdrawal,822,12187,426.4275
resolve,104,4920,
deposit,612,12188,3012.1252
 withdrawal , 109 , 12189 , 286.9809 
withdrawal,339,12190,204.2322
withdrawal,447,12191,387.9328
deposit,618,12192,1545.6318
withdrawal,593,12193,199.1915
withdrawal,879,12194,404.0761
withdrawal,32,12195,342.6603
 withdrawal , 97 , 12196 , 314.5899 
withdrawal,765,12197,471.7850
resolve,358,69,
dispute,959,2057,
deposit,912,12198,2030.6267
dispute,296,1157,
dispute,153,9871,
deposit,795,12199,2763.6703
deposit,336,12200,879.5525
withdrawal,155,12201,205.6781
withdrawal,350,12202,194.3195
dispute,626,10520,
withdrawal,794,12203,227.3155
withdrawal,278,12204,202.8942
dispute,311,6915,
deposit,810,12205,2415.6164
dispute,379,1699,
chargeback,271,7405,
deposit,768,12206,3686.4133
deposit,919,12207,4975.8161
deposit,487,12208,1390.1624
withdrawal,400,12209,407.2537
withdrawal,151,12210,463.9416
withdrawal,373,12211,426.8756
withdrawal,563,12212,113.2653
dispute,267,8749,
withdrawal,133,12213,39.7941
resolve,408,6902,
withdrawal,671,12214,429.8650
withdrawal,704,12215,117.6626
deposit,888,12216,160.2092
withdrawal,606,12217,378.0649
withdrawal,269,12218,431.3218
withdrawal,502,12219,376.3927
withdrawal,208,12220,178.3560
withdrawal,55,12221,376.1002
withdrawal,839,12222,426.0238
dispute,995,12223,
deposit,223,12224,4078.2320
resolve,503,1686,
deposit,217,12225,2288.4229
withdrawal,248,12226,438.2725
dispute,512,9767,
deposit,704,12227,920.0646
withdrawal,517,12228,13.2299
withdrawal,463,12229,358.9740
dispute,420,4058,
withdrawal,872,12230,438.2316
withdrawal,876,12231,197.2939
deposit,329,12232,2192.7750
 withdrawal , 441 , 12233 , 34.7459 
chargeback,593,12234,
withdrawal,26,12235,250.1808
dispute,79,3748,
deposit,517,12236,604.8796
deposit,95,12237,2073.1672
withdrawal,279,12238,337.2450
withdrawal,451,12239,388.9952
withdrawal,871,12240,194.0239
deposit,175,12241,486.0350
dispute,727,1523,
 withdrawal , 961 , 12242 , 264.6176 
chargeback,163,11556,
dispute,743,12243,
resolve,384,4648,
chargeback,620,3921,
withdrawal,824,12244,41.0660
withdrawal,353,12245,466.8828
dispute,603,522,
withdrawal,285,12246,399.3225
withdrawal,695,12247,10.3712
deposit,113,12248,715.4219
chargeback,408,2220,
withdrawal,762,12249,318.6923
dispute,692,4475,
withdrawal,130,12250,139.4205
dispute,382,12251,
 withdrawal , 814 , 12252 , 423.3163 
resolve,501,8994,
withdrawal,461,12253,310.2729
withdrawal,946,12254,61.6615
dispute,295,11736,
withdrawal,578,12255,255.9540
resolve,426,6629,
dispute,354,7915,
chargeback,660,1032,
withdrawal,795,12256,398.4108
resolve,479,11410,
withdrawal,887,12257,304.1521
withdrawal,713,12258,338.4494
withdrawal,246,12259,474.5321
withdrawal,636,12260,315.6534
depo sit,bad_id,12261,
dispute,837,12262,
withdrawal,361,12263,34.9082
withdrawal,297,12264,126.1357
deposit,665,12265,933.2436
deposit,527,12266,3650.7787
deposit,227,12267,2999.1968
dispute,626,5857,
deposit,896,12268,1271.4268
withdrawal,566,12269,413.4456
resolve,818,12270,
dispute,297,5757,
dispute,533,3129,
withdrawal,93,12271,39.4634
deposit,299,12272,1932.0503
dispute,323,12273,
dispute,783,12274,
withdrawal,720,12275,112.2783
dispute,94,12276,
chargeback,695,8741,
deposit,177,12277,717.8373
dispute,955,31,
dispute,718,3526,
resolve,390,2006,
chargeback,51,6532,
withdrawal,845,12278,418.1953
deposit,925,12279,4214.0338
junk,12.5,12280,bad_amt
deposit,719,bad_tx
resolve,67,453,
resolve,790,5607,
deposit,646,12282,1149.4192
deposit,740,8940,89.8601
deposit,990,12283,3515.4597
dispute,664,4037,
withdrawal,327,12284,134.3725
dispute,382,12285,
deposit,370,12286,3736.3129
deposit,474,12287,2501.0997
withdrawal,897,12288,453.4182
withdrawal,448,12289,231.0821
dispute,32,5281,
deposit,685,12290,4146.0543
deposit,1000,12291,1487.3488
withdrawal,820,12292,50.8639
deposit,161,12293,21.7716
withdrawal,676,12294,15.5034
dispute,239,9955,
dispute,269,12295,
withdrawal,698,12296,401.6351
withdrawal,74,12297,138.1500
withdrawal,422,12298,153.8697
withdrawal,413,12299,87.3116
withdrawal,555,12300,178.4590
withdrawal,664,12301,51.5617
withdrawal,653,12302,128.3823
withdrawal,857,12303,50.4302
withdrawal,120,12304,302.9267
withdrawal,622,12305,25.6266
dispute,747,8777,
dispute,163,8208,
chargeback,531,3911,
deposit,955,31,10.2538
dispute,315,4764,
resolve,67,8149,
chargeback,879,4104,
dispute,418,6245,
withdrawal,285,12306,165.1161
withdrawal,368,12307,255.5923
withdrawal,947,12308,492.3844
withdrawal,955,12309,210.4462
deposit,451,12310,4178.6933
dispute,350,6990,
deposit,163,12311,2650.7495
withdrawal,403,12312,90.5649
dispute,22,5641,
withdrawal,274,12313,138.3229
withdrawal,769,12314,158.9554
dispute,277,721,
deposit,927,12315,3757.7878
deposit,71,313,213.2340
withdrawal,71,12316,9.6491
chargeback,605,961,
resolve,719,1328,
dispute,829,12317,
withdrawal,108,12318,185.5923
resolve,97,5338,
deposit,952,12319,1889.2846
deposit,248,12320,1606.5295
chargeback,840,7690,
dispute,367,6199,
resolve,522,1342,
dispute,332,5629,
dispute,617,12321,
resolve,219,3929,
withdrawal,488,12322,237.7653
resolve,556,12323,
withdrawal,15,12324,288.0191
dispute,510,12325,
withdrawal,938,12326,271.3900
dispute,561,2474,
withdrawal,478,12327,332.7613
deposit,158,3105,371.7818
dispute,133,1550,
chargeback,65,7105,
withdrawal,81,12328,300.0393
deposit,549,12329,969.8125
dispute,963,12330,
withdrawal,645,12331,314.9061
withdrawal,297,12332,381.4219
withdrawal,111,12333,195.6747
 withdrawal , 762 , 12334 , 372.5075 
 withdrawal , 193 , 12335 , 424.7854 
withdrawal,573,12336,169.9622
dispute,438,12337,
withdrawal,710,12338,214.8794
resolve,598,7936,
withdrawal,50,12339,441.8946
withdrawal,121,12340,491.5590
resolve,503,8760,
withdrawal,207,12341,125.5413
withdrawal,611,12342,401.7286
dispute,552,12343,
withdrawal,371,12344,350.8277
withdrawal,860,12345,441.8772
dispute,521,2920,
dispute,739,5628,
dispute,4,9372,
resolve,602,4254,
dispute,213,12346,
dispute,387,2369,
dispute,871,1945,
withdrawal,388,12347,225.7424
withdrawal,672,12348,285.8289
withdrawal,203,12349,55.4250
deposit,347,12350,1157.8615
resolve,871,12351,
dispute,607,12352,
dispute,98,8678,
dispute,524,9302,
deposit,685,12353,763.5508
withdrawal,85,12354,348.0914
 withdrawal , 852 , 12355 , 293.5488 
deposit,184,12356,3681.7838
deposit,27,12357,3016.4333
chargeback,521,2459,
deposit,761,12358,4641.1407
withdrawal,534,12359,190.1079
withdrawal,25,12360,419.3884
chargeback,170,9465,
withdrawal,15,12361,463.5810
dispute,10,7911,
withdrawal,283,12362,227.0580
deposit,466,12363,848.9799
deposit,828,12364,3354.1267
dispute,703,2558,
dispute,733,12365,
deposit,225,12366,3141.3685
withdrawal,228,12367,123.5790
 withdrawal , 100 , 12368 , 289.4779 
withdrawal,897,12369,448.8009
withdrawal,892,12370,55.3057
deposit,566,12371,1771.3582
deposit,218,12372,4714.9279
withdrawal,638,12373,437.9355
dispute,343,3559,
dispute,149,2426,
deposit,711,12374,2825.6385
withdrawal,819,12375,211.6147
dispute,832,12376,
withdrawal,541,12377,57.5185
dispute,400,12378,
depo sit,bad_id,bad_tx
deposit,655,12380,496.8069
dispute,465,11698,
deposit,589,12381,1094.7893
withdrawal,27,12382,6.1580
deposit,145,12383,890.4996
withdrawal,735,12384,152.2388
resolve,361,832,
dispute,639,4797,
 withdrawal , 547 , 12385 , 417.5984 
junk,12.5,bad_tx,-50
withdrawal,588,12387,132.5830
dispute,688,12388,
deposit,645,12389,1299.9596
dispute,935,608,
withdrawal,265,12390,387.9120
deposit,480,12391,2350.3213
dispute,476,7245,
withdrawal,583,12392,320.0394
dispute,542,6003,
dispute,235,12393,
withdrawal,560,12394,493.5674
dispute,714,9523,
withdrawal,175,12395,308.1006
dispute,853,2974,
withdrawal,179,12396,57.2325
dispute,246,456,
dispute,383,12397,
withdrawal,446,12398,143.4641
withdrawal,888,12399,200.2969
dispute,543,7563,
resolve,274,10785,
withdrawal,920,12400,106.4672
 withdrawal , 876 , 12401 , 295.5051 
withdrawal,811,12402,22.6274
withdrawal,916,12403,364.8563
withdrawal,286,12404,466.5265
dispute,427,12405,
dispute,748,6795,
dispute,134,6715,
withdrawal,719,12406,82.7706
dispute,260,680,
resolve,350,610,
withdrawal,687,12407,437.5804
dispute,328,6640,
dispute,765,10886,
deposit,375,12408,1148.9534
withdrawal,500,12409,18.4050
withdrawal,263,12410,160.8866
dispute,861,12411,
dispute,998,539,
dispute,311,198,
withdrawal,678,12412,328.8578
resolve,94,10298,
deposit,382,12413,1413.6532
withdrawal,934,12414,273.2009
deposit,741,11465,3460.3461
dispute,58,2440,
withdrawal,724,12415,203.1185
deposit,859,12416,3620.9954
withdrawal,470,12417,227.5940
withdrawal,693,12418,250.4762
 withdrawal , 733 , 12419 , 250.4011 
withdrawal,891,12420,416.8983
withdrawal,403,12421,399.0802
deposit,187,12422,4442.3823
deposit,59,12423,965.8567
withdrawal,694,12424,106.3720
deposit,128,12425,4651.6911
dispute,437,8556,
withdrawal,780,12426,175.3806
deposit,572,12427,649.4337
withdrawal,892,12428,134.9244
dispute,766,7569,
withdrawal,99,12429,157.9047
deposit,813,12430,2927.7190
withdrawal,886,12431,448.8260
dispute,146,10638,
depo sit,bad_id,
withdrawal,846,12433,476.6287
withdrawal,210,12434,352.8843
 withdrawal , 449 , 12435 , 95.9058 
dispute,577,8094,
withdrawal,775,12436,68.3546
withdrawal,561,12437,280.3531
 withdrawal , 13 , 12438 , 303.8215 
dispute,49,126,
deposit,144,12439,4369.3825
dispute,369,7333,
 withdrawal , 432 , 12440 , 60.0341 
withdrawal,245,12441,323.9083
dispute,521,3108,
dispute,907,7699,
withdrawal,808,12442,372.5981
deposit,705,12443,4988.1685
deposit,383,12444,2829.8487
withdrawal,281,12445,398.4946
dispute,937,2804,
resolve,529,2452,
withdrawal,735,12446,379.3591
dispute,989,1652,
withdrawal,543,12447,37.3608
dispute,374,12448,
withdrawal,194,12449,136.7342
dispute,708,7762,
withdrawal,376,12450,61.5572
deposit,221,12451,1925.7168
dispute,319,3217,
dispute,406,8139,
deposit,858,12452,3806.5003
dispute,481,6061,
withdrawal,228,12453,393.9131
withdrawal,382,12454,339.0370
deposit,771,bad_tx,
withdrawal,889,12456,186.8191
dispute,786,2327,
withdrawal,687,12457,118.7167
resolve,186,3483,
dispute,852,12458,
withdrawal,843,12459,492.1649
dispute,726,12460,
withdrawal,413,12461,450.6749
dispute,632,12462,
dispute,698,5352,
withdrawal,518,12463,413.7928
deposit,111,8809,575.4150
withdrawal,906,12464,337.4770
deposit,245,12465,4279.3197
deposit,853,12466,1319.1430
dispute,851,12467,
withdrawal,968,12468,390.0654
dispute,731,12469,
withdrawal,45,12470,365.6732
deposit,342,12471,3953.3702
withdrawal,697,12472,65.1229
withdrawal,901,12473,43.3003
dispute,861,11763,
withdrawal,786,12474,238.1081
withdrawal,164,12475,185.8448
 withdrawal , 242 , 12476 , 6.9840 
 withdrawal , 565 , 12477 , 75.9767 
withdrawal,749,12478,411.7600
dispute,61,2700,
 withdrawal , 141 , 12479 , 253.6893 
withdrawal,80,12480,449.9822
resolve,69,7300,
dispute,499,1443,
chargeback,548,12481,
withdrawal,918,12482,32.7741
resolve,464,12483,
dispute,562,4059,
withdrawal,553,12484,57.9551
dispute,388,3070,
withdrawal,751,12485,488.7160
withdrawal,841,12486,177.1201
withdrawal,231,12487,7.1708
resolve,244,10699,
resolve,600,11092,
deposit,460,12488,1995.4296
withdrawal,554,12489,234.8120
resolve,361,992,
withdrawal,269,12490,44.5295
deposit,143,12491,1860.4474
deposit,904,12492,2184.0929
dispute,167,8214,
withdrawal,422,12493,189.8534
deposit,785,12494,3252.7591
resolve,106,2942,
resolve,748,6795,
deposit,207,12495,356.4315
withdrawal,564,12496,358.3137
withdrawal,186,12497,110.5050
 withdrawal , 891 , 12498 , 286.3799 
withdrawal,704,12499,440.3415
chargeback,925,410,
deposit,582,12500,2928.2998
withdrawal,836,12501,86.2617
deposit,806,12502,4884.0592
dispute,876,6190,
deposit,657,12503,454.1808
dispute,617,5299,
withdrawal,552,12504,465.4242
dispute,244,9263,
resolve,369,7549,
deposit,423,12505,3772.0748
withdrawal,13,12506,322.9613
withdrawal,532,12507,101.4614
withdrawal,716,12508,189.2037
deposit,,12509
withdrawal,698,12510,143.5811
deposit,269,12511,3448.2481
dispute,56,5335,
withdrawal,479,12512,175.0968
dispute,667,1014,
withdrawal,626,12513,98.6462
dispute,432,9028,
deposit,716,12514,3470.6487
dispute,25,8718,
 withdrawal , 415 , 12515 , 19.2715 
withdrawal,804,12516,451.2919
resolve,816,12517,
chargeback,893,12518,
deposit,106,12519,4369.4157
withdrawal,901,12520,204.0203
withdrawal,958,12521,352.9147
deposit,742,12522,1907.6610
withdrawal,476,12523,160.6581
withdrawal,250,12524,398.9760
deposit,318,12525,1611.3809
withdrawal,333,12526,403.4187
withdrawal,610,12527,248.3029
dispute,443,1739,
resolve,163,11556,
withdrawal,699,12528,41.4429
dispute,974,12529,
deposit,826,12530,979.5573
withdrawal,594,12531,180.8258
withdrawal,502,12532,178.7614
dispute,179,1004,
dispute,453,5103,
deposit,486,12533,1984.0681
dispute,634,8537,
 withdrawal , 339 , 12534 , 246.9066 
deposit,65,12535,2045.1803
withdrawal,372,12536,484.4484
withdrawal,138,12537,190.5055
chargeback,555,2841,
chargeback,468,12538,
deposit,423,12539,3646.3983
 withdrawal , 887 , 12540 , 469.1811 
withdrawal,774,12541,433.6030
withdrawal,627,12542,399.0845
withdrawal,537,12543,253.8330
withdrawal,596,12544,109.4913
resolve,742,12545,
dispute,618,3877,
deposit,550,12546,736.6606
dispute,407,12547,
deposit,939,12548,1704.9032
dispute,966,9425,
withdrawal,894,12549,448.0158
withdrawal,78,12550,160.9545
dispute,120,8818,
chargeback,406,12551,
deposit,188,12552,1484.4118
withdrawal,626,12553,18.3112
 withdrawal , 4 , 12554 , 496.8376 
withdrawal,802,12555,380.2902
dispute,20,8101,
resolve,657,6045,
resolve,179,7342,
deposit,163,12556,2415.6416
deposit,216,12557,4701.0707
withdrawal,191,12558,12.4562
resolve,532,12559,
resolve,912,5870,
resolve,370,5274,
resolve,702,5646,
resolve,605,325,
withdrawal,944,12560,305.9098
chargeback,909,12561,
dispute,50,12562,
 withdrawal , 667 , 12563 , 122.6397 
deposit,597,12564,2618.9183
dispute,137,10283,
withdrawal,131,12565,418.0409
withdrawal,850,12566,24.8578
deposit,57,12567,3404.6033
withdrawal,606,12568,382.7917
withdrawal,851,12569,33.3387
deposit,776,5914,640.5836
withdrawal,427,12570,105.4704
withdrawal,350,12571,452.3596
dispute,563,9408,
deposit,953,12572,494.1158
resolve,76,9731,
withdrawal,6,12573,110.4275
withdrawal,181,12574,47.0017
withdrawal,283,12575,78.3379
dispute,287,12576,
withdrawal,681,12577,19.7762
withdrawal,529,12578,280.2751
resolve,757,8758,
withdrawal,285,12579,493.5779
withdrawal,893,12580,148.3880
resolve,724,4367,
withdrawal,935,12581,89.2339
deposit,747,12582,2012.2403
resolve,867,2858,
withdrawal,986,12583,5.3575
resolve,975,8554,
dispute,123,7999,
withdrawal,,
withdrawal,712,12585,281.6496
deposit,201,12586,2608.0907
dispute,656,8603,
dispute,472,7350,
withdrawal,964,12587,287.8216
resolve,870,8567,
dispute,885,2415,
dispute,103,2673,
withdrawal,373,12588,210.0370
dispute,919,2411,
deposit,774,12589,2448.0972
withdrawal,972,12590,346.8121
chargeback,765,9870,
withdrawal,601,12591,498.0410
dispute,238,10546,
deposit,567,12592,4434.7186
deposit,285,12593,574.4128
deposit,651,12594,2434.4184
deposit,207,12595,4080.2574
dispute,74,2080,
withdrawal,782,12596,337.3947
withdrawal,230,12597,139.1462
dispute,945,8410,
dispute,925,12598,
withdrawal,6,12599,13.8452
dispute,319,12600,
 withdrawal , 574 , 12601 , 219.4628 
 withdrawal , 314 , 12602 , 284.2118 
dispute,175,12603,
withdrawal,331,12604,73.2531
withdrawal,661,12605,465.3063
dispute,127,9745,
deposit,547,12606,2853.7513
withdrawal,79,12607,125.1218
dispute,709,6800,
dispute,403,8361,
resolve,30,10783,
resolve,191,3600,
withdrawal,372,12608,164.2647
deposit,878,4145,255.4909
deposit,515,12609,580.7774
dispute,263,12610,
chargeback,245,6244,
dispute,152,12611,
dispute,936,6504,
 withdrawal , 201 , 12612 , 381.0389 
resolve,737,1964,
deposit,815,12613,1068.8232
withdrawal,642,12614,258.5360
chargeback,797,701,
withdrawal,715,12615,290.9850
deposit,203,12616,2254.6402
dispute,631,8835,
 withdrawal , 499 , 12617 , 438.2685 
dispute,649,6410,
withdrawal,301,12618,207.6083
withdrawal,571,12619,248.5542
resolve,992,10902,
chargeback,104,2093,
withdrawal,481,12620,106.3744
withdrawal,782,12621,299.9558
deposit,742,12622,2803.7601
deposit,580,12623,3560.4401
withdrawal,571,12624,155.0644
deposit,585,12625,4427.4691
withdrawal,352,12626,409.7912
resolve,852,11387,
chargeback,135,12627,
withdrawal,473,12628,57.2479
resolve,185,947,
resolve,987,12629,
deposit,435,12630,2955.1606
 withdrawal , 83 , 12631 , 87.0295 
withdrawal,196,12632,439.9093
 withdrawal , 592 , 12633 , 59.9499 
dispute,734,6833,
withdrawal,515,12634,321.1703
deposit,401,12635,4179.2056
withdrawal,982,12636,401.5128
dispute,861,8302,
withdrawal,612,12637,174.4174
chargeback,403,8131,
resolve,81,7158,
deposit,221,12638,4741.1823
dispute,100,5822,
withdrawal,721,12639,461.6328
deposit,756,12640,1633.9433
junk,867,
resolve,399,12642,
dispute,293,3480,
withdrawal,818,12643,134.9758
withdrawal,657,12644,462.6197
withdrawal,139,12645,78.1201
dispute,807,7783,
deposit,29,12646,653.0736
deposit,343,12647,1696.9374
 withdrawal , 297 , 12648 , 366.3282 
deposit,632,12649,4365.5501
dispute,996,5539,
withdrawal,995,12650,284.4586
withdrawal,916,12651,27.9558
dispute,310,3756,
withdrawal,775,12652,460.8988
resolve,785,4463,
dispute,415,12653,
deposit,493,12654,2918.1423
withdrawal,557,12655,136.7661
dispute,419,9812,
deposit,114,12656,519.6287
withdrawal,526,12657,119.4504
dispute,897,6979,
deposit,594,12658,3102.6015
dispute,406,12659,
deposit,368,12660,3620.3210
chargeback,418,8661,
depo sit,12.5,bad_tx
deposit,142,12662,1066.9232
withdrawal,169,12663,425.9179
resolve,863,12664,
resolve,874,3266,
withdrawal,515,12665,51.6031
dispute,512,6292,
chargeback,852,5246,
withdrawal,253,12666,372.6514
dispute,902,10793,
dispute,913,459,
deposit,84,12667,240.0543
withdrawal,457,12668,472.7595
withdrawal,23,12669,428.2399
deposit,574,12670,1102.0719
deposit,618,12671,311.2985
withdrawal,277,12672,129.2552
chargeback,864,7538,
deposit,817,12673,4690.4791
resolve,575,361,
withdrawal,12.5,,
withdrawal,794,12675,215.5295
dispute,908,9457,
deposit,715,12676,1559.1832
withdrawal,35,12677,245.4507
dispute,648,7766,
withdrawal,779,12678,40.1651
dispute,195,8963,
withdrawal,669,12679,175.3424
junk,bad_id,bad_tx,-50
deposit,193,865,908.6996
deposit,825,12681,4685.5884
deposit,865,12682,607.9166
deposit,306,12683,1227.2891
dispute,796,12684,
 withdrawal , 423 , 12685 , 142.0211 
withdrawal,952,12686,474.1742
dispute,972,3407,
withdrawal,650,12687,216.3583
chargeback,352,9081,
deposit,290,12688,4738.9722
deposit,873,12689,4210.3598
dispute,637,12690,
withdrawal,375,12691,211.6255
dispute,96,12692,
chargeback,269,12511,
dispute,374,1931,
deposit,473,12693,1364.5793
deposit,984,12694,889.4833
deposit,795,12695,3556.3811
withdrawal,854,12696,27.0973
withdrawal,435,12697,409.9240
chargeback,252,12698,
deposit,995,12699,857.3955
withdrawal,610,12700,85.9082
withdrawal,397,12701,66.6138
withdrawal,9,12702,246.4884
 withdrawal , 673 , 12703 , 286.4309 
withdrawal,924,12704,230.8727
withdrawal,658,12705,480.3766
chargeback,71,6060,
dispute,428,79,
deposit,117,12706,1910.9460
deposit,117,12707,1083.6169
resolve,784,3295,
deposit,46,12708,54.1708
deposit,19,3204,871.3913
withdrawal,985,12709,199.8031
withdrawal,225,12710,27.7551
withdrawal,176,12711,46.2671
deposit,277,12712,3140.1674
dispute,70,4196,
withdrawal,504,12713,415.0434
withdrawal,451,12714,306.9340
deposit,960,12715,1046.3314
dispute,45,12716,
dispute,726,2617,
withdrawal,194,12717,307.5915
deposit,205,12718,4958.8556
withdrawal,599,12719,162.6255
withdrawal,222,12720,273.5737
deposit,132,12721,2793.1685
resolve,167,12722,
chargeback,241,11851,
withdrawal,649,12723,293.5441
deposit,577,12724,1816.8717
deposit,577,12725,2017.6708
 withdrawal , 259 , 12726 , 241.0610 
withdrawal,392,12727,359.0617
dispute,931,5921,
dispute,965,7630,
dispute,189,6381,
chargeback,637,10013,
deposit,349,12728,836.1476
withdrawal,9,12729,408.8058
dispute,792,2316,
dispute,261,4880,
withdrawal,828,12730,269.1767
resolve,437,8556,
dispute,762,3662,
withdrawal,514,12731,304.5413
resolve,577,12732,
chargeback,68,4677,
withdrawal,634,12733,73.9463
dispute,688,3119,
resolve,941,12734,
withdrawal,197,12735,417.2954
deposit,651,12736,3338.0330
withdrawal,451,12737,238.9680
dispute,460,9610,
deposit,357,12738,261.5567
deposit,160,12739,2595.2948
dispute,445,8936,
withdrawal,849,12740,407.4060
dispute,368,12660,
dispute,946,6291,
resolve,220,12741,
withdrawal,552,12742,24.0368
 withdrawal , 613 , 12743 , 218.5489 
withdrawal,911,12744,178.6101
resolve,666,6939,
withdrawal,388,12745,178.3750
withdrawal,111,12746,236.7876
withdrawal,368,12747,100.4439
withdrawal,237,12748,422.3053
withdrawal,671,12749,435.0779
withdrawal,789,12750,491.2769
deposit,872,12751,2178.7844
deposit,278,12752,626.1975
dispute,261,12753,
withdrawal,994,12754,145.3755
junk,12.5,,
withdrawal,18,12756,410.1313
dispute,71,1101,
deposit,477,12757,4562.5536
withdrawal,897,12758,290.3241
withdrawal,711,12759,365.5030
dispute,111,3382,
withdrawal,167,12760,233.0158
resolve,581,12761,
resolve,253,8343,
withdrawal,376,12762,44.8849
dispute,110,8029,
dispute,217,3742,
dispute,94,4659,
deposit,698,12763,1110.6604
resolve,803,7730,
deposit,140,12764,2481.9662
deposit,12.5,bad_tx
 withdrawal , 126 , 12766 , 309.0413 
withdrawal,3,12767,398.4069
resolve,91,7384,
withdrawal,12.5,12768,100
withdrawal,374,12769,105.5196
withdrawal,217,12770,235.0084
dispute,811,12771,
deposit,330,12772,205.2004
resolve,993,13,
withdrawal,523,12773,410.4799
dispute,390,4423,
withdrawal,404,12774,483.8419
withdrawal,709,12775,457.5238
withdrawal,545,12776,359.0634
deposit,695,12777,551.4388
deposit,39,12778,2060.3983
resolve,581,12779,
deposit,807,12780,50.8245
dispute,162,12781,
withdrawal,667,12782,360.9832
deposit,406,12783,2157.7169
dispute,632,2043,
withdrawal,31,12784,251.3764
resolve,256,11536,
withdrawal,326,12785,153.2910
dispute,827,7199,
deposit,653,12786,4599.9880
dispute,409,12787,
dispute,654,6815,
withdrawal,397,12788,285.1860
withdrawal,954,12789,376.0004
deposit,636,12790,3955.7564
withdrawal,389,12791,284.4689
withdrawal,720,12792,297.1203
resolve,665,9772,
withdrawal,75,12793,285.3912
dispute,720,4726,
withdrawal,314,12794,362.7013
withdrawal,767,12795,230.0318
deposit,631,12796,2143.4420
 withdrawal , 461 , 12797 , 439.5888 
withdrawal,644,12798,486.9899
 withdrawal , 104 , 12799 , 254.8322 
withdrawal,899,12800,129.8398
deposit,607,12801,91.2930
deposit,210,12802,4722.9220
withdrawal,514,12803,263.7096
resolve,552,1067,
dispute,748,9371,
deposit,464,12804,3029.4178
dispute,833,12805,
withdrawal,841,12806,43.8697
dispute,695,6659,
withdrawal,56,12807,236.5412
deposit,513,12808,3527.5515
withdrawal,65,12809,179.5327
 withdrawal , 77 , 12810 , 20.4623 
dispute,938,196,
withdrawal,154,12811,358.1256
dispute,174,8420,
withdrawal,,bad_tx
withdrawal,218,12813,353.2126
resolve,545,12814,
chargeback,924,12815,
 withdrawal , 776 , 12816 , 156.3786 
withdrawal,163,12817,6.4130
withdrawal,859,12818,289.1884
withdrawal,409,12819,70.6345
deposit,446,12820,4876.7755
dispute,104,9583,
withdrawal,93,12821,85.1357
resolve,469,909,
withdrawal,335,12822,256.2777
resolve,782,6676,
withdrawal,902,12823,484.9223
dispute,453,5103,
withdrawal,391,12824,165.6763
deposit,173,12825,3013.8932
deposit,21,12826,3172.5780
withdrawal,518,12827,65.0432
withdrawal,526,12828,493.5480
dispute,81,8249,
deposit,554,12829,994.2027
deposit,954,12830,3502.0128
dispute,227,8539,
 withdrawal , 22 , 12831 , 244.5147 
dispute,61,4590,
withdrawal,832,12832,38.3594
withdrawal,68,12833,228.1961
 withdrawal , 698 , 12834 , 323.1423 
deposit,860,12835,4628.5904
